time,offer_id,person,event,reward_x,offer_type,validity_0,validity_1,gender,age,became_member_on,income,generation,loyality
576,fafdcd668e3743c1bb461111dcafc2a4,5c2a03a9d03145cc9bf953faa2c51fc1,offer completed,2.0,discount,1,1,F,56.0,2016-12-26,118000.0,50s,577.0
18,2906b810c7d4411798c6938adc9daaa5,5c36a3b1ae58409aae940938d81ac22c,offer completed,2.0,discount,1,1,F,43.0,2017-11-13,70000.0,40s,255.0
348,4d5c57ea9a6940dd891ad53e9dbe8da0,5c36a3b1ae58409aae940938d81ac22c,offer completed,10.0,bogo,1,1,F,43.0,2017-11-13,70000.0,40s,255.0
432,2906b810c7d4411798c6938adc9daaa5,5c36a3b1ae58409aae940938d81ac22c,offer completed,2.0,discount,1,1,F,43.0,2017-11-13,70000.0,40s,255.0
564,9b98b8c7a33c4b65b9aebfe6a799e6d9,5c36a3b1ae58409aae940938d81ac22c,offer completed,5.0,bogo,1,1,F,43.0,2017-11-13,70000.0,40s,255.0
600,2906b810c7d4411798c6938adc9daaa5,5c36a3b1ae58409aae940938d81ac22c,offer completed,2.0,discount,1,1,F,43.0,2017-11-13,70000.0,40s,255.0
168,f19421c1d4aa40978ebb69ca19b0e20d,5c3b7c7a7f104adea1b558ab2ad6e3ef,offer completed,5.0,bogo,1,1,F,70.0,2016-12-21,59000.0,60s,582.0
378,2906b810c7d4411798c6938adc9daaa5,5c3b7c7a7f104adea1b558ab2ad6e3ef,offer completed,2.0,discount,1,1,F,70.0,2016-12-21,59000.0,60s,582.0
438,9b98b8c7a33c4b65b9aebfe6a799e6d9,5c3b7c7a7f104adea1b558ab2ad6e3ef,offer completed,5.0,bogo,1,1,F,70.0,2016-12-21,59000.0,60s,582.0
582,ae264e3637204a6fb9bb56bc8210ddfd,5c3b7c7a7f104adea1b558ab2ad6e3ef,offer completed,10.0,bogo,1,1,F,70.0,2016-12-21,59000.0,60s,582.0
582,f19421c1d4aa40978ebb69ca19b0e20d,5c3b7c7a7f104adea1b558ab2ad6e3ef,offer completed,5.0,bogo,1,1,F,70.0,2016-12-21,59000.0,60s,582.0
306,2298d6c36e964ae4a3e7e9706d1fb8c2,5c42c4ebc76543dab1c3791784a251ba,offer completed,3.0,discount,1,1,,,,,,
672,fafdcd668e3743c1bb461111dcafc2a4,5c42c4ebc76543dab1c3791784a251ba,offer completed,2.0,discount,1,1,,,,,,
690,2298d6c36e964ae4a3e7e9706d1fb8c2,5c42c4ebc76543dab1c3791784a251ba,offer completed,3.0,discount,1,1,,,,,,
552,fafdcd668e3743c1bb461111dcafc2a4,5c501c6fa5e944e6a613bf4c481a18d1,offer completed,2.0,discount,1,1,F,40.0,2017-10-04,62000.0,30s,295.0
228,0b1e1539f2cc45b7b9fa7c272da2e1d7,5c5b2bd0ed67478697fa48e194d97253,offer completed,5.0,discount,1,1,O,39.0,2018-03-25,59000.0,30s,123.0
228,fafdcd668e3743c1bb461111dcafc2a4,5c5b2bd0ed67478697fa48e194d97253,offer completed,2.0,discount,1,1,O,39.0,2018-03-25,59000.0,30s,123.0
528,fafdcd668e3743c1bb461111dcafc2a4,5c5b2bd0ed67478697fa48e194d97253,offer completed,2.0,discount,1,1,O,39.0,2018-03-25,59000.0,30s,123.0
612,4d5c57ea9a6940dd891ad53e9dbe8da0,5c5b2bd0ed67478697fa48e194d97253,offer completed,10.0,bogo,1,1,O,39.0,2018-03-25,59000.0,30s,123.0
138,ae264e3637204a6fb9bb56bc8210ddfd,5c5c3d24e80348938935a2e2e0a1cfc6,offer completed,10.0,bogo,1,1,F,37.0,2018-05-18,72000.0,30s,69.0
204,ae264e3637204a6fb9bb56bc8210ddfd,5c5c3d24e80348938935a2e2e0a1cfc6,offer completed,10.0,bogo,1,1,F,37.0,2018-05-18,72000.0,30s,69.0
582,f19421c1d4aa40978ebb69ca19b0e20d,5c649bfc2ec143559666316aa30b40f3,offer completed,5.0,bogo,1,1,,,,,,
408,f19421c1d4aa40978ebb69ca19b0e20d,5c686d09ca4d475a8f750f2ba07e0440,offer completed,5.0,bogo,1,1,,,,,,
102,ae264e3637204a6fb9bb56bc8210ddfd,5c6c1b8f33b5457893a00b94f5895afb,offer completed,10.0,bogo,1,1,M,34.0,2018-05-17,31000.0,30s,70.0
522,2298d6c36e964ae4a3e7e9706d1fb8c2,5c6c1b8f33b5457893a00b94f5895afb,offer completed,3.0,discount,1,1,M,34.0,2018-05-17,31000.0,30s,70.0
144,2906b810c7d4411798c6938adc9daaa5,5c73c99208e449129397591e045e641f,offer completed,2.0,discount,1,1,M,65.0,2017-12-18,36000.0,60s,220.0
348,9b98b8c7a33c4b65b9aebfe6a799e6d9,5c73c99208e449129397591e045e641f,offer completed,5.0,bogo,1,1,M,65.0,2017-12-18,36000.0,60s,220.0
456,2906b810c7d4411798c6938adc9daaa5,5c73c99208e449129397591e045e641f,offer completed,2.0,discount,1,1,M,65.0,2017-12-18,36000.0,60s,220.0
192,f19421c1d4aa40978ebb69ca19b0e20d,5c779552566740b7a0a6c79225964cb4,offer completed,5.0,bogo,1,1,M,70.0,2017-12-09,30000.0,60s,229.0
222,fafdcd668e3743c1bb461111dcafc2a4,5c779552566740b7a0a6c79225964cb4,offer completed,2.0,discount,1,1,M,70.0,2017-12-09,30000.0,60s,229.0
498,fafdcd668e3743c1bb461111dcafc2a4,5c779552566740b7a0a6c79225964cb4,offer completed,2.0,discount,1,1,M,70.0,2017-12-09,30000.0,60s,229.0
582,2298d6c36e964ae4a3e7e9706d1fb8c2,5c779552566740b7a0a6c79225964cb4,offer completed,3.0,discount,1,1,M,70.0,2017-12-09,30000.0,60s,229.0
534,2298d6c36e964ae4a3e7e9706d1fb8c2,5c8c624f4fae480998be25aeea535b7c,offer completed,3.0,discount,1,1,M,69.0,2016-09-24,89000.0,60s,670.0
672,ae264e3637204a6fb9bb56bc8210ddfd,5c8c624f4fae480998be25aeea535b7c,offer completed,10.0,bogo,1,1,M,69.0,2016-09-24,89000.0,60s,670.0
48,f19421c1d4aa40978ebb69ca19b0e20d,5c8f38fcda98451e9d6d3f8df0598846,offer completed,5.0,bogo,1,1,F,50.0,2016-08-13,70000.0,40s,712.0
642,2906b810c7d4411798c6938adc9daaa5,5c8f38fcda98451e9d6d3f8df0598846,offer completed,2.0,discount,1,1,F,50.0,2016-08-13,70000.0,40s,712.0
54,9b98b8c7a33c4b65b9aebfe6a799e6d9,5c97e730f62d4a8abb44dbd111255378,offer completed,5.0,bogo,1,1,F,24.0,2017-10-24,39000.0,20s,275.0
516,f19421c1d4aa40978ebb69ca19b0e20d,5c97e730f62d4a8abb44dbd111255378,offer completed,5.0,bogo,1,1,F,24.0,2017-10-24,39000.0,20s,275.0
522,fafdcd668e3743c1bb461111dcafc2a4,5c97e730f62d4a8abb44dbd111255378,offer completed,2.0,discount,1,1,F,24.0,2017-10-24,39000.0,20s,275.0
606,4d5c57ea9a6940dd891ad53e9dbe8da0,5c97e730f62d4a8abb44dbd111255378,offer completed,10.0,bogo,1,1,F,24.0,2017-10-24,39000.0,20s,275.0
612,fafdcd668e3743c1bb461111dcafc2a4,5c9f1db7c52b47be8edf5144d7406bca,offer completed,2.0,discount,1,1,M,26.0,2017-05-26,60000.0,20s,426.0
576,f19421c1d4aa40978ebb69ca19b0e20d,5ca3fe3523ff45caa2f98bbc3f347000,offer completed,5.0,bogo,1,1,F,97.0,2017-09-29,52000.0,90s,300.0
72,2906b810c7d4411798c6938adc9daaa5,5ca5e50473174b0881a29bf633e2dd18,offer completed,2.0,discount,1,1,F,24.0,2016-02-29,64000.0,20s,878.0
396,ae264e3637204a6fb9bb56bc8210ddfd,5ca5e50473174b0881a29bf633e2dd18,offer completed,10.0,bogo,1,1,F,24.0,2016-02-29,64000.0,20s,878.0
576,2906b810c7d4411798c6938adc9daaa5,5ca5e50473174b0881a29bf633e2dd18,offer completed,2.0,discount,1,1,F,24.0,2016-02-29,64000.0,20s,878.0
60,2298d6c36e964ae4a3e7e9706d1fb8c2,5cabc218a7714ddaad595e50d76b139b,offer completed,3.0,discount,1,1,M,84.0,2015-05-02,66000.0,80s,1181.0
468,f19421c1d4aa40978ebb69ca19b0e20d,5cac1f0d55c3466fb29e8de342a5e9c9,offer completed,5.0,bogo,1,1,O,81.0,2018-03-24,57000.0,80s,124.0
198,2298d6c36e964ae4a3e7e9706d1fb8c2,5cb65af515664bb0b39cdaa089244dc7,offer completed,3.0,discount,1,1,M,59.0,2016-05-02,98000.0,50s,815.0
480,4d5c57ea9a6940dd891ad53e9dbe8da0,5cb65af515664bb0b39cdaa089244dc7,offer completed,10.0,bogo,1,1,M,59.0,2016-05-02,98000.0,50s,815.0
366,4d5c57ea9a6940dd891ad53e9dbe8da0,5cb66742213541f09cf8ed95e4e1c0d8,offer completed,10.0,bogo,1,1,M,86.0,2016-01-30,97000.0,80s,908.0
432,f19421c1d4aa40978ebb69ca19b0e20d,5cb66742213541f09cf8ed95e4e1c0d8,offer completed,5.0,bogo,1,1,M,86.0,2016-01-30,97000.0,80s,908.0
624,2298d6c36e964ae4a3e7e9706d1fb8c2,5cb74b1c1e6b4a05adfa8387b2ad968c,offer completed,3.0,discount,1,1,M,49.0,2018-06-19,72000.0,40s,37.0
78,f19421c1d4aa40978ebb69ca19b0e20d,5cb9255f3b964c5a817cc6b44cda3945,offer completed,5.0,bogo,1,1,F,38.0,2015-08-10,50000.0,30s,1081.0
360,f19421c1d4aa40978ebb69ca19b0e20d,5cb9255f3b964c5a817cc6b44cda3945,offer completed,5.0,bogo,1,1,F,38.0,2015-08-10,50000.0,30s,1081.0
504,9b98b8c7a33c4b65b9aebfe6a799e6d9,5cb9255f3b964c5a817cc6b44cda3945,offer completed,5.0,bogo,1,1,F,38.0,2015-08-10,50000.0,30s,1081.0
498,fafdcd668e3743c1bb461111dcafc2a4,5cbf9a8a153249c19534afd142693483,offer completed,2.0,discount,1,1,F,74.0,2016-03-27,92000.0,70s,851.0
438,2298d6c36e964ae4a3e7e9706d1fb8c2,5cc43f4de39544b39cfcb341e2cd9fa4,offer completed,3.0,discount,1,1,,,,,,
96,fafdcd668e3743c1bb461111dcafc2a4,5cca371ebf3a4f3aa349e6736d3bc096,offer completed,2.0,discount,1,1,F,39.0,2016-07-02,96000.0,30s,754.0
402,4d5c57ea9a6940dd891ad53e9dbe8da0,5cca371ebf3a4f3aa349e6736d3bc096,offer completed,10.0,bogo,1,1,F,39.0,2016-07-02,96000.0,30s,754.0
528,fafdcd668e3743c1bb461111dcafc2a4,5cca371ebf3a4f3aa349e6736d3bc096,offer completed,2.0,discount,1,1,F,39.0,2016-07-02,96000.0,30s,754.0
636,fafdcd668e3743c1bb461111dcafc2a4,5cca371ebf3a4f3aa349e6736d3bc096,offer completed,2.0,discount,1,1,F,39.0,2016-07-02,96000.0,30s,754.0
384,fafdcd668e3743c1bb461111dcafc2a4,5ccc9ec750834277812d9a81d44debb7,offer completed,2.0,discount,1,1,F,52.0,2016-05-29,51000.0,50s,788.0
420,fafdcd668e3743c1bb461111dcafc2a4,5ccc9ec750834277812d9a81d44debb7,offer completed,2.0,discount,1,1,F,52.0,2016-05-29,51000.0,50s,788.0
510,fafdcd668e3743c1bb461111dcafc2a4,5ccc9ec750834277812d9a81d44debb7,offer completed,2.0,discount,1,1,F,52.0,2016-05-29,51000.0,50s,788.0
522,fafdcd668e3743c1bb461111dcafc2a4,5cccab62e4f3456f9824f1930e1da5dc,offer completed,2.0,discount,1,1,F,62.0,2016-04-06,101000.0,60s,841.0
576,ae264e3637204a6fb9bb56bc8210ddfd,5ccce479813742e199111fcfcf2d5be8,offer completed,10.0,bogo,1,1,F,53.0,2017-07-28,83000.0,50s,363.0
102,f19421c1d4aa40978ebb69ca19b0e20d,5ccd41b525974b16aa806a4cb96f66f8,offer completed,5.0,bogo,1,1,M,53.0,2015-07-16,50000.0,50s,1106.0
594,fafdcd668e3743c1bb461111dcafc2a4,5ccd41b525974b16aa806a4cb96f66f8,offer completed,2.0,discount,1,1,M,53.0,2015-07-16,50000.0,50s,1106.0
630,fafdcd668e3743c1bb461111dcafc2a4,5cd3b3a0e5284df1adf8cca2f59ed28f,offer completed,2.0,discount,1,1,M,78.0,2015-05-09,39000.0,70s,1174.0
516,2906b810c7d4411798c6938adc9daaa5,5cd6577aca5d4b419e452f9f505ffce7,offer completed,2.0,discount,1,1,F,67.0,2016-09-10,77000.0,60s,684.0
588,2298d6c36e964ae4a3e7e9706d1fb8c2,5cd966bc5ef04cb6b3aaad696d06444f,offer completed,3.0,discount,1,1,M,19.0,2014-08-19,39000.0,10s,1437.0
246,9b98b8c7a33c4b65b9aebfe6a799e6d9,5cde3ff726b7416888212a7547a13d5a,offer completed,5.0,bogo,1,1,F,54.0,2016-09-02,64000.0,50s,692.0
462,0b1e1539f2cc45b7b9fa7c272da2e1d7,5cde3ff726b7416888212a7547a13d5a,offer completed,5.0,discount,1,1,F,54.0,2016-09-02,64000.0,50s,692.0
504,fafdcd668e3743c1bb461111dcafc2a4,5cde3ff726b7416888212a7547a13d5a,offer completed,2.0,discount,1,1,F,54.0,2016-09-02,64000.0,50s,692.0
708,0b1e1539f2cc45b7b9fa7c272da2e1d7,5cde3ff726b7416888212a7547a13d5a,offer completed,5.0,discount,1,1,F,54.0,2016-09-02,64000.0,50s,692.0
96,ae264e3637204a6fb9bb56bc8210ddfd,5ce0b5f887af47b49389a34d2bc0b9e5,offer completed,10.0,bogo,1,1,M,30.0,2017-07-30,61000.0,20s,361.0
270,0b1e1539f2cc45b7b9fa7c272da2e1d7,5ce0eac0d7fa4bf8bf8d190dc85001d6,offer completed,5.0,discount,1,1,M,28.0,2017-01-31,70000.0,20s,541.0
414,fafdcd668e3743c1bb461111dcafc2a4,5ce0eac0d7fa4bf8bf8d190dc85001d6,offer completed,2.0,discount,1,1,M,28.0,2017-01-31,70000.0,20s,541.0
510,f19421c1d4aa40978ebb69ca19b0e20d,5ce0eac0d7fa4bf8bf8d190dc85001d6,offer completed,5.0,bogo,1,1,M,28.0,2017-01-31,70000.0,20s,541.0
618,4d5c57ea9a6940dd891ad53e9dbe8da0,5ce0eac0d7fa4bf8bf8d190dc85001d6,offer completed,10.0,bogo,1,1,M,28.0,2017-01-31,70000.0,20s,541.0
234,ae264e3637204a6fb9bb56bc8210ddfd,5ce6404308c14d17b48eb0b06efd9d87,offer completed,10.0,bogo,1,1,M,62.0,2016-05-19,77000.0,60s,798.0
420,ae264e3637204a6fb9bb56bc8210ddfd,5ce6404308c14d17b48eb0b06efd9d87,offer completed,10.0,bogo,1,1,M,62.0,2016-05-19,77000.0,60s,798.0
552,f19421c1d4aa40978ebb69ca19b0e20d,5ce6404308c14d17b48eb0b06efd9d87,offer completed,5.0,bogo,1,1,M,62.0,2016-05-19,77000.0,60s,798.0
186,f19421c1d4aa40978ebb69ca19b0e20d,5cef0c15057e493d8e90eaa4fb85b4c3,offer completed,5.0,bogo,1,1,M,21.0,2017-09-16,45000.0,20s,313.0
414,2298d6c36e964ae4a3e7e9706d1fb8c2,5cef0c15057e493d8e90eaa4fb85b4c3,offer completed,3.0,discount,1,1,M,21.0,2017-09-16,45000.0,20s,313.0
636,2298d6c36e964ae4a3e7e9706d1fb8c2,5cef0c15057e493d8e90eaa4fb85b4c3,offer completed,3.0,discount,1,1,M,21.0,2017-09-16,45000.0,20s,313.0
492,f19421c1d4aa40978ebb69ca19b0e20d,5cf68e37d5a147b3b778a2a42142d575,offer completed,5.0,bogo,1,1,M,44.0,2017-09-26,60000.0,40s,303.0
666,2298d6c36e964ae4a3e7e9706d1fb8c2,5cf81c740fc9409ba28508894680bf0e,offer completed,3.0,discount,1,1,M,37.0,2018-06-12,52000.0,30s,44.0
42,ae264e3637204a6fb9bb56bc8210ddfd,5cfc907778a9457382cf0731819cebe2,offer completed,10.0,bogo,1,1,F,74.0,2015-11-18,91000.0,70s,981.0
210,f19421c1d4aa40978ebb69ca19b0e20d,5cfc907778a9457382cf0731819cebe2,offer completed,5.0,bogo,1,1,F,74.0,2015-11-18,91000.0,70s,981.0
480,9b98b8c7a33c4b65b9aebfe6a799e6d9,5cfc907778a9457382cf0731819cebe2,offer completed,5.0,bogo,1,1,F,74.0,2015-11-18,91000.0,70s,981.0
378,ae264e3637204a6fb9bb56bc8210ddfd,5d02eeee2ca447b38e0e47c5e7466872,offer completed,10.0,bogo,1,1,M,21.0,2016-11-14,74000.0,20s,619.0
348,f19421c1d4aa40978ebb69ca19b0e20d,5d048a36203c483facb5ed09983ab388,offer completed,5.0,bogo,1,1,M,59.0,2017-04-03,74000.0,50s,479.0
510,4d5c57ea9a6940dd891ad53e9dbe8da0,5d048a36203c483facb5ed09983ab388,offer completed,10.0,bogo,1,1,M,59.0,2017-04-03,74000.0,50s,479.0
618,0b1e1539f2cc45b7b9fa7c272da2e1d7,5d048a36203c483facb5ed09983ab388,offer completed,5.0,discount,1,1,M,59.0,2017-04-03,74000.0,50s,479.0
468,2298d6c36e964ae4a3e7e9706d1fb8c2,5d212c185b63411faff45618e357ac9b,offer completed,3.0,discount,1,1,M,18.0,2018-03-26,47000.0,10s,122.0
468,f19421c1d4aa40978ebb69ca19b0e20d,5d212c185b63411faff45618e357ac9b,offer completed,5.0,bogo,1,1,M,18.0,2018-03-26,47000.0,10s,122.0
18,fafdcd668e3743c1bb461111dcafc2a4,5d24f240be6a451896e2a82a824f2a1a,offer completed,2.0,discount,1,1,M,55.0,2016-02-01,66000.0,50s,906.0
372,2298d6c36e964ae4a3e7e9706d1fb8c2,5d24f240be6a451896e2a82a824f2a1a,offer completed,3.0,discount,1,1,M,55.0,2016-02-01,66000.0,50s,906.0
516,4d5c57ea9a6940dd891ad53e9dbe8da0,5d24f240be6a451896e2a82a824f2a1a,offer completed,10.0,bogo,1,1,M,55.0,2016-02-01,66000.0,50s,906.0
624,0b1e1539f2cc45b7b9fa7c272da2e1d7,5d24f240be6a451896e2a82a824f2a1a,offer completed,5.0,discount,1,1,M,55.0,2016-02-01,66000.0,50s,906.0
288,2298d6c36e964ae4a3e7e9706d1fb8c2,5d26e4cc7a9c47af96abca48de7745d9,offer completed,3.0,discount,1,1,M,39.0,2018-05-13,32000.0,30s,74.0
570,4d5c57ea9a6940dd891ad53e9dbe8da0,5d284d8835db4300b257e44ae7b51ce6,offer completed,10.0,bogo,1,1,F,78.0,2017-02-01,73000.0,70s,540.0
144,2906b810c7d4411798c6938adc9daaa5,5d2f087490ac4617a10bf9a9febc75b5,offer completed,2.0,discount,1,1,F,72.0,2017-09-22,109000.0,70s,307.0
336,ae264e3637204a6fb9bb56bc8210ddfd,5d2f087490ac4617a10bf9a9febc75b5,offer completed,10.0,bogo,1,1,F,72.0,2017-09-22,109000.0,70s,307.0
558,fafdcd668e3743c1bb461111dcafc2a4,5d2f087490ac4617a10bf9a9febc75b5,offer completed,2.0,discount,1,1,F,72.0,2017-09-22,109000.0,70s,307.0
678,2906b810c7d4411798c6938adc9daaa5,5d2f087490ac4617a10bf9a9febc75b5,offer completed,2.0,discount,1,1,F,72.0,2017-09-22,109000.0,70s,307.0
60,2298d6c36e964ae4a3e7e9706d1fb8c2,5d37023bf1e84b39953a2d6ec2670708,offer completed,3.0,discount,1,1,,,,,,
576,fafdcd668e3743c1bb461111dcafc2a4,5d37023bf1e84b39953a2d6ec2670708,offer completed,2.0,discount,1,1,,,,,,
624,fafdcd668e3743c1bb461111dcafc2a4,5d37023bf1e84b39953a2d6ec2670708,offer completed,2.0,discount,1,1,,,,,,
366,2298d6c36e964ae4a3e7e9706d1fb8c2,5d3f09e7ccb5466d875925d63db35f72,offer completed,3.0,discount,1,1,M,77.0,2016-01-27,84000.0,70s,911.0
186,9b98b8c7a33c4b65b9aebfe6a799e6d9,5d413da3f98b48a68dd3e8f2c61f85ad,offer completed,5.0,bogo,1,1,M,31.0,2018-01-03,32000.0,30s,204.0
474,2906b810c7d4411798c6938adc9daaa5,5d56b814133a40bfa410e8b18bb67617,offer completed,2.0,discount,1,1,F,60.0,2018-03-28,94000.0,50s,120.0
624,4d5c57ea9a6940dd891ad53e9dbe8da0,5d56b814133a40bfa410e8b18bb67617,offer completed,10.0,bogo,1,1,F,60.0,2018-03-28,94000.0,50s,120.0
624,2298d6c36e964ae4a3e7e9706d1fb8c2,5d56b814133a40bfa410e8b18bb67617,offer completed,3.0,discount,1,1,F,60.0,2018-03-28,94000.0,50s,120.0
120,fafdcd668e3743c1bb461111dcafc2a4,5d592c863e464e229a6a6b3e82cbb927,offer completed,2.0,discount,1,1,,,,,,
390,fafdcd668e3743c1bb461111dcafc2a4,5d5944be78cf49bca0263fb25c848217,offer completed,2.0,discount,1,1,M,47.0,2017-05-14,81000.0,40s,438.0
36,9b98b8c7a33c4b65b9aebfe6a799e6d9,5d5a65281fea4922aba7fbc22dcf4f4b,offer completed,5.0,bogo,1,1,F,41.0,2015-09-21,87000.0,40s,1039.0
456,fafdcd668e3743c1bb461111dcafc2a4,5d5a65281fea4922aba7fbc22dcf4f4b,offer completed,2.0,discount,1,1,F,41.0,2015-09-21,87000.0,40s,1039.0
246,2298d6c36e964ae4a3e7e9706d1fb8c2,5d6346117b314a87b94492d04fa2d71e,offer completed,3.0,discount,1,1,M,37.0,2017-12-08,77000.0,30s,230.0
504,fafdcd668e3743c1bb461111dcafc2a4,5d6a854b87274cc6af6f95a83d321af5,offer completed,2.0,discount,1,1,F,75.0,2017-08-11,32000.0,70s,349.0
504,2906b810c7d4411798c6938adc9daaa5,5d6a854b87274cc6af6f95a83d321af5,offer completed,2.0,discount,1,1,F,75.0,2017-08-11,32000.0,70s,349.0
576,fafdcd668e3743c1bb461111dcafc2a4,5d6a854b87274cc6af6f95a83d321af5,offer completed,2.0,discount,1,1,F,75.0,2017-08-11,32000.0,70s,349.0
228,fafdcd668e3743c1bb461111dcafc2a4,5d700ca89b394ca4a7695a6b97626b46,offer completed,2.0,discount,1,1,M,51.0,2015-06-24,61000.0,50s,1128.0
564,9b98b8c7a33c4b65b9aebfe6a799e6d9,5d700ca89b394ca4a7695a6b97626b46,offer completed,5.0,bogo,1,1,M,51.0,2015-06-24,61000.0,50s,1128.0
588,ae264e3637204a6fb9bb56bc8210ddfd,5d700ca89b394ca4a7695a6b97626b46,offer completed,10.0,bogo,1,1,M,51.0,2015-06-24,61000.0,50s,1128.0
588,fafdcd668e3743c1bb461111dcafc2a4,5d700ca89b394ca4a7695a6b97626b46,offer completed,2.0,discount,1,1,M,51.0,2015-06-24,61000.0,50s,1128.0
222,0b1e1539f2cc45b7b9fa7c272da2e1d7,5d723a03f904445dae97c69756507a8f,offer completed,5.0,discount,1,1,M,52.0,2015-12-26,63000.0,50s,943.0
222,4d5c57ea9a6940dd891ad53e9dbe8da0,5d723a03f904445dae97c69756507a8f,offer completed,10.0,bogo,1,1,M,52.0,2015-12-26,63000.0,50s,943.0
450,4d5c57ea9a6940dd891ad53e9dbe8da0,5d723a03f904445dae97c69756507a8f,offer completed,10.0,bogo,1,1,M,52.0,2015-12-26,63000.0,50s,943.0
450,fafdcd668e3743c1bb461111dcafc2a4,5d723a03f904445dae97c69756507a8f,offer completed,2.0,discount,1,1,M,52.0,2015-12-26,63000.0,50s,943.0
618,ae264e3637204a6fb9bb56bc8210ddfd,5d723a03f904445dae97c69756507a8f,offer completed,10.0,bogo,1,1,M,52.0,2015-12-26,63000.0,50s,943.0
18,2298d6c36e964ae4a3e7e9706d1fb8c2,5d7ddc0af73b4307b7b9149fd2192455,offer completed,3.0,discount,1,1,M,28.0,2017-02-26,75000.0,20s,515.0
492,ae264e3637204a6fb9bb56bc8210ddfd,5d7ddc0af73b4307b7b9149fd2192455,offer completed,10.0,bogo,1,1,M,28.0,2017-02-26,75000.0,20s,515.0
528,f19421c1d4aa40978ebb69ca19b0e20d,5d7ddc0af73b4307b7b9149fd2192455,offer completed,5.0,bogo,1,1,M,28.0,2017-02-26,75000.0,20s,515.0
588,2298d6c36e964ae4a3e7e9706d1fb8c2,5d7ddc0af73b4307b7b9149fd2192455,offer completed,3.0,discount,1,1,M,28.0,2017-02-26,75000.0,20s,515.0
336,9b98b8c7a33c4b65b9aebfe6a799e6d9,5d7e42935f4f4d57845a51b91d2f76fb,offer completed,5.0,bogo,1,1,M,95.0,2018-02-22,52000.0,90s,154.0
564,fafdcd668e3743c1bb461111dcafc2a4,5d8729b17d7243bfbd65dfc3a608090a,offer completed,2.0,discount,1,1,M,20.0,2017-08-04,37000.0,10s,356.0
96,f19421c1d4aa40978ebb69ca19b0e20d,5d95b3dd0944488c8f9c0e045db65f74,offer completed,5.0,bogo,1,1,F,59.0,2018-04-20,114000.0,50s,97.0
24,9b98b8c7a33c4b65b9aebfe6a799e6d9,5da12276a82b4cdb908cb4977877d3b4,offer completed,5.0,bogo,1,1,M,59.0,2017-03-06,83000.0,50s,507.0
180,fafdcd668e3743c1bb461111dcafc2a4,5da12276a82b4cdb908cb4977877d3b4,offer completed,2.0,discount,1,1,M,59.0,2017-03-06,83000.0,50s,507.0
420,ae264e3637204a6fb9bb56bc8210ddfd,5da12276a82b4cdb908cb4977877d3b4,offer completed,10.0,bogo,1,1,M,59.0,2017-03-06,83000.0,50s,507.0
528,2298d6c36e964ae4a3e7e9706d1fb8c2,5da2a1a6f8434c32b5d3dd53d76a267d,offer completed,3.0,discount,1,1,,,,,,
462,ae264e3637204a6fb9bb56bc8210ddfd,5da599f0f0ca40a6916e28487a55e655,offer completed,10.0,bogo,1,1,M,24.0,2015-08-29,60000.0,20s,1062.0
516,f19421c1d4aa40978ebb69ca19b0e20d,5da599f0f0ca40a6916e28487a55e655,offer completed,5.0,bogo,1,1,M,24.0,2015-08-29,60000.0,20s,1062.0
594,fafdcd668e3743c1bb461111dcafc2a4,5da599f0f0ca40a6916e28487a55e655,offer completed,2.0,discount,1,1,M,24.0,2015-08-29,60000.0,20s,1062.0
570,2298d6c36e964ae4a3e7e9706d1fb8c2,5db2207d5a194b81b986f37107ef63f7,offer completed,3.0,discount,1,1,,,,,,
576,fafdcd668e3743c1bb461111dcafc2a4,5db55c030129497396446c4d07e15380,offer completed,2.0,discount,1,1,F,41.0,2017-07-30,67000.0,40s,361.0
6,2298d6c36e964ae4a3e7e9706d1fb8c2,5dc54e027521458c8f26c15633d374ff,offer completed,3.0,discount,1,1,M,58.0,2015-12-18,93000.0,50s,951.0
456,fafdcd668e3743c1bb461111dcafc2a4,5dc54e027521458c8f26c15633d374ff,offer completed,2.0,discount,1,1,M,58.0,2015-12-18,93000.0,50s,951.0
456,2906b810c7d4411798c6938adc9daaa5,5dc54e027521458c8f26c15633d374ff,offer completed,2.0,discount,1,1,M,58.0,2015-12-18,93000.0,50s,951.0
150,2906b810c7d4411798c6938adc9daaa5,5dc737bd51ca4ce59d841310cb44408b,offer completed,2.0,discount,1,1,M,28.0,2018-02-15,42000.0,20s,161.0
6,fafdcd668e3743c1bb461111dcafc2a4,5dc748040e5f4194aaba8465e14dbd99,offer completed,2.0,discount,1,1,M,69.0,2015-08-01,55000.0,60s,1090.0
402,2906b810c7d4411798c6938adc9daaa5,5dc748040e5f4194aaba8465e14dbd99,offer completed,2.0,discount,1,1,M,69.0,2015-08-01,55000.0,60s,1090.0
648,2906b810c7d4411798c6938adc9daaa5,5dc748040e5f4194aaba8465e14dbd99,offer completed,2.0,discount,1,1,M,69.0,2015-08-01,55000.0,60s,1090.0
486,f19421c1d4aa40978ebb69ca19b0e20d,5dca502de36e41f4b37c7f4795078b28,offer completed,5.0,bogo,1,1,F,70.0,2015-11-07,110000.0,60s,992.0
36,f19421c1d4aa40978ebb69ca19b0e20d,5dcea5d448b34b1d99ee161cc76b51aa,offer completed,5.0,bogo,1,1,M,49.0,2016-07-25,83000.0,40s,731.0
